Lead Date,Platform,Campaign,Ad Name,Aff_param,Count(distinct profile_id)
2025-05-29,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,9
2025-05-29,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,6
2025-05-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-05-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,13
2025-05-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-05-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,26
2025-05-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,32
2025-05-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-05-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-05-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,13
2025-05-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-05-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,14
2025-05-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,10
2025-05-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-05-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-05-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,12
2025-05-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-05-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-05-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-05-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,27
2025-05-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-05-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-05-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,19
2025-05-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,23
2025-05-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,7
2025-05-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,18
2025-05-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,31
2025-05-31,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-05-31,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-05-31,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-05-31,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-05-31,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-05-31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,28
2025-05-31,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,5
2025-05-31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-05-31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-05-31,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,21
2025-05-31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,23
2025-05-31,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,5
2025-05-31,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-05-31,Google Search,Brand Search,Brand Core RSA,AFF-1201,24
2025-06-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-06-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-06-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,8
2025-06-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-06-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-06-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-06-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,25
2025-06-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,11
2025-06-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-06-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,27
2025-06-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-06-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-06-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,12
2025-06-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-06-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,14
2025-06-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-06-02,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,8
2025-06-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,11
2025-06-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-06-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,26
2025-06-02,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-06-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,13
2025-06-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-06-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,20
2025-06-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-06-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,20
2025-06-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-06-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-06-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,6
2025-06-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,14
2025-06-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-06-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,8
2025-06-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-06-03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,12
2025-06-03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,44
2025-06-03,Google Search,Brand Search,Brand Core RSA,AFF-1201,29
2025-06-03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-06-03,Google Display,Prospecting Display,In-Market Display A,AFF-2201,16
2025-06-03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,20
2025-06-03,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,26
2025-06-03,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,14
2025-06-03,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-06-04,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-06-04,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,5
2025-06-04,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-06-04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,10
2025-06-04,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,7
2025-06-04,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,9
2025-06-04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,28
2025-06-04,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-06-04,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,12
2025-06-04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-06-04,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,30
2025-06-04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-06-04,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-06-04,Google Search,Brand Search,Brand Core RSA,AFF-1201,26
2025-06-05,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-06-05,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,8
2025-06-05,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-06-05,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,8
2025-06-05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,12
2025-06-05,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-06-05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,31
2025-06-05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,18
2025-06-05,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,6
2025-06-05,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,19
2025-06-05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,27
2025-06-05,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,16
2025-06-05,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-06-05,Google Search,Brand Search,Brand Core RSA,AFF-1201,19
2025-06-06,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,11
2025-06-06,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-06-06,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,9
2025-06-06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,8
2025-06-06,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-06-06,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,5
2025-06-06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,33
2025-06-06,Google Search,Brand Search,Brand Core RSA,AFF-1201,19
2025-06-06,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,13
2025-06-06,Google Display,Prospecting Display,In-Market Display A,AFF-2201,17
2025-06-06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-06-06,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,29
2025-06-06,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-06-06,Bing,Brand Search,Bing Brand Exact,AFF-3201,16
2025-06-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,1
2025-06-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,9
2025-06-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,6
2025-06-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-06-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-06-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,10
2025-06-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,30
2025-06-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,21
2025-06-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-06-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,16
2025-06-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,21
2025-06-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,22
2025-06-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,14
2025-06-07,Bing,Brand Search,Bing Brand Exact,AFF-3201,21
2025-06-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,10
2025-06-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-06-08,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-06-08,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,9
2025-06-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,12
2025-06-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-06-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,21
2025-06-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,15
2025-06-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-06-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,20
2025-06-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,28
2025-06-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-06-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,17
2025-06-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,35
2025-06-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,22
2025-06-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,10
2025-06-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-06-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,8
2025-06-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-06-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,16
2025-06-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-06-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-06-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-06-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,26
2025-06-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,24
2025-06-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-06-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-06-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,33
2025-06-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,11
2025-06-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-06-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,13
2025-06-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-06-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,6
2025-06-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-06-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,27
2025-06-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-06-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-06-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,5
2025-06-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,13
2025-06-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,28
2025-06-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,19
2025-06-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,28
2025-06-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-06-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,10
2025-06-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-06-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-06-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-06-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,10
2025-06-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,31
2025-06-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,18
2025-06-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,13
2025-06-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,22
2025-06-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,26
2025-06-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-06-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,17
2025-06-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,27
2025-06-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-06-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-06-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,10
2025-06-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-06-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,14
2025-06-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-06-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,37
2025-06-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,19
2025-06-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,10
2025-06-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,14
2025-06-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-06-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,29
2025-06-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-06-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,20
2025-06-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-06-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-06-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,8
2025-06-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-06-13,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-06-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,11
2025-06-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,26
2025-06-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,29
2025-06-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-06-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,14
2025-06-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,25
2025-06-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-06-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,14
2025-06-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,19
2025-06-14,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,12
2025-06-14,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,8
2025-06-14,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-06-14,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-06-14,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-06-14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,19
2025-06-14,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,8
2025-06-14,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-06-14,Google Display,Prospecting Display,In-Market Display A,AFF-2201,8
2025-06-14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,27
2025-06-14,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,25
2025-06-14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-06-14,Bing,Brand Search,Bing Brand Exact,AFF-3201,14
2025-06-14,Google Search,Brand Search,Brand Core RSA,AFF-1201,22
2025-06-15,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,7
2025-06-15,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,2
2025-06-15,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-06-15,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-06-15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-06-15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,13
2025-06-15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,25
2025-06-15,Google Search,Brand Search,Brand Core RSA,AFF-1201,22
2025-06-15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,14
2025-06-15,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,16
2025-06-15,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,31
2025-06-15,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-06-15,Bing,Brand Search,Bing Brand Exact,AFF-3201,11
2025-06-15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-06-16,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,15
2025-06-16,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-06-16,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-06-16,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-06-16,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,10
2025-06-16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,36
2025-06-16,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-06-16,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-06-16,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-06-16,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,16
2025-06-16,Google Search,Brand Search,Brand Core RSA,AFF-1201,29
2025-06-16,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,28
2025-06-16,Google Display,Prospecting Display,In-Market Display A,AFF-2201,15
2025-06-16,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,32
2025-06-17,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-06-17,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-06-17,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-06-17,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-06-17,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,9
2025-06-17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,34
2025-06-17,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-06-17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,11
2025-06-17,Google Display,Prospecting Display,In-Market Display A,AFF-2201,19
2025-06-17,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,25
2025-06-17,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,28
2025-06-17,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,13
2025-06-17,Bing,Brand Search,Bing Brand Exact,AFF-3201,22
2025-06-17,Google Search,Brand Search,Brand Core RSA,AFF-1201,26
2025-06-18,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-06-18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,8
2025-06-18,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-06-18,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-06-18,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,15
2025-06-18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,12
2025-06-18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,28
2025-06-18,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-06-18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-06-18,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,24
2025-06-18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,23
2025-06-18,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
